date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:12:57	238327/238327	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:12:57%20GMT	https://gumroad.com/3d?tags=3d+model	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/3d12ed.html	(from https://gumroad.com/)
21:12:59	252140/252140	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:12:58%20GMT	https://gumroad.com/3d?tags=spark+ar	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/3d4ed5.html	(from https://gumroad.com/)
21:13:01	239908/239908	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:00%20GMT	https://gumroad.com/audio	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/audio.html	(from https://gumroad.com/)
21:13:03	244171/244171	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:02%20GMT	https://gumroad.com/audio?tags=meditation	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/audio457c.html	(from https://gumroad.com/)
21:13:04	238300/238300	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:03%20GMT	https://gumroad.com/audio?tags=hypnosis	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/audio8cde.html	(from https://gumroad.com/)
21:13:05	240142/240142	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:04%20GMT	https://gumroad.com/audio?tags=subliminal+messages	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/audio54bd.html	(from https://gumroad.com/)
21:13:07	243472/243472	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:06%20GMT	https://gumroad.com/business-and-money	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/business-and-money.html	(from https://gumroad.com/)
21:13:08	239114/239114	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:08%20GMT	https://gumroad.com/business-and-money?tags=notion+template	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/business-and-moneye8f7.html	(from https://gumroad.com/)
21:13:10	240097/240097	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:10%20GMT	https://gumroad.com/business-and-money?tags=investing	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/business-and-moneyad3c.html	(from https://gumroad.com/)
21:13:12	238783/238783	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:11%20GMT	https://gumroad.com/business-and-money?tags=instagram	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/business-and-money820f.html	(from https://gumroad.com/)
21:13:13	239514/239514	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:12%20GMT	https://gumroad.com/comics-and-graphic-novels	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/comics-and-graphic-novels.html	(from https://gumroad.com/)
21:13:14	238304/238304	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:14%20GMT	https://gumroad.com/comics-and-graphic-novels?tags=comic	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/comics-and-graphic-novels3bf1.html	(from https://gumroad.com/)
21:13:16	238138/238138	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:15%20GMT	https://gumroad.com/comics-and-graphic-novels?tags=manga	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/comics-and-graphic-novels6d15.html	(from https://gumroad.com/)
21:13:17	242096/242096	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:16%20GMT	https://gumroad.com/comics-and-graphic-novels?tags=anime	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/comics-and-graphic-novels8753.html	(from https://gumroad.com/)
21:13:19	242991/242991	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:18%20GMT	https://gumroad.com/design	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/design.html	(from https://gumroad.com/)
21:13:20	238141/238141	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:19%20GMT	https://gumroad.com/design?tags=textures	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/design1520.html	(from https://gumroad.com/)
21:13:21	236638/236638	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:20%20GMT	https://gumroad.com/design?tags=mockup	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/design834a.html	(from https://gumroad.com/)
21:13:22	237089/237089	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:22%20GMT	https://gumroad.com/design?tags=font	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/design7277.html	(from https://gumroad.com/)
21:13:24	239922/239922	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:23%20GMT	https://gumroad.com/drawing-and-painting	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/drawing-and-painting.html	(from https://gumroad.com/)
21:13:25	240309/240309	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:25%20GMT	https://gumroad.com/drawing-and-painting?tags=procreate	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/drawing-and-painting9216.html	(from https://gumroad.com/)
21:13:27	239966/239966	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:26%20GMT	https://gumroad.com/drawing-and-painting?tags=brushes	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/drawing-and-painting23d2.html	(from https://gumroad.com/)
21:13:28	242430/242430	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:27%20GMT	https://gumroad.com/drawing-and-painting?tags=art	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/drawing-and-painting3683.html	(from https://gumroad.com/)
21:13:29	239651/239651	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:29%20GMT	https://gumroad.com/education	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/education.html	(from https://gumroad.com/)
21:13:31	239265/239265	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:30%20GMT	https://gumroad.com/education?tags=education	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/educationb97a.html	(from https://gumroad.com/)
21:13:33	243918/243918	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:32%20GMT	https://gumroad.com/education?tags=certification+exams	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/education4198.html	(from https://gumroad.com/)
21:13:34	238141/238141	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:33%20GMT	https://gumroad.com/education?tags=learning	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/education28c1.html	(from https://gumroad.com/)
21:13:35	236966/236966	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:35%20GMT	https://gumroad.com/fiction-books	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/fiction-books.html	(from https://gumroad.com/)
21:13:37	218991/218991	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:36%20GMT	https://gumroad.com/fiction-books?tags=sci-fi	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/fiction-books994e.html	(from https://gumroad.com/)
21:13:37	236916/236916	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:37%20GMT	https://gumroad.com/fiction-books?tags=poetry	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/fiction-books316d.html	(from https://gumroad.com/)
21:13:38	236618/236618	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:38%20GMT	https://gumroad.com/fiction-books?tags=fiction	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/fiction-books3b91.html	(from https://gumroad.com/)
21:13:40	246864/246864	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:39%20GMT	https://gumroad.com/films	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/films.html	(from https://gumroad.com/)
21:13:42	241534/241534	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:41%20GMT	https://gumroad.com/films?tags=after+effects	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/films373d.html	(from https://gumroad.com/)
21:13:43	246121/246121	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:42%20GMT	https://gumroad.com/films?tags=vj+loops	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/films1133.html	(from https://gumroad.com/)
21:13:44	241433/241433	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:43%20GMT	https://gumroad.com/films?tags=luts	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/films4215.html	(from https://gumroad.com/)
21:13:46	250472/250472	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:45%20GMT	https://gumroad.com/fitness-and-health	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/fitness-and-health.html	(from https://gumroad.com/)
21:13:47	254517/254517	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:46%20GMT	https://gumroad.com/fitness-and-health?tags=fitness	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/fitness-and-health6414.html	(from https://gumroad.com/)
21:13:48	249798/249798	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:47%20GMT	https://gumroad.com/fitness-and-health?tags=workout+program	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/fitness-and-health7c20.html	(from https://gumroad.com/)
21:13:49	239347/239347	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:48%20GMT	https://gumroad.com/fitness-and-health?tags=yoga	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/fitness-and-health9680.html	(from https://gumroad.com/)
21:13:51	238713/238713	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:50%20GMT	https://gumroad.com/gaming	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/gaming.html	(from https://gumroad.com/)
21:13:52	237834/237834	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:51%20GMT	https://gumroad.com/gaming?tags=vrchat	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/gamingbe1b.html	(from https://gumroad.com/)
21:13:53	237077/237077	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:52%20GMT	https://gumroad.com/gaming?tags=avatar	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/gaming6358.html	(from https://gumroad.com/)
21:13:54	236711/236711	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:53%20GMT	https://gumroad.com/gaming?tags=assets	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/gamingc016.html	(from https://gumroad.com/)
21:13:55	239878/239878	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:54%20GMT	https://gumroad.com/music-and-sound-design	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/music-and-sound-design.html	(from https://gumroad.com/)
21:13:58	239586/239586	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:56%20GMT	https://gumroad.com/music-and-sound-design?tags=ableton	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/music-and-sound-design47e3.html	(from https://gumroad.com/)
21:13:59	238585/238585	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:57%20GMT	https://gumroad.com/music-and-sound-design?tags=sample+pack	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/music-and-sound-designa5e3.html	(from https://gumroad.com/)
21:14:00	238710/238710	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:13:59%20GMT	https://gumroad.com/music-and-sound-design?tags=sheet+music	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/music-and-sound-designe79d.html	(from https://gumroad.com/)
21:14:03	238869/238869	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:01%20GMT	https://gumroad.com/photography	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/photography.html	(from https://gumroad.com/)
21:14:06	238473/238473	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:04%20GMT	https://gumroad.com/photography?tags=reference+photos	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/photography278f.html	(from https://gumroad.com/)
21:14:07	237246/237246	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:06%20GMT	https://gumroad.com/photography?tags=stock+photos	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/photography0c5e.html	(from https://gumroad.com/)
21:14:09	236744/236744	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:07%20GMT	https://gumroad.com/photography?tags=photobash	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/photographyfecd.html	(from https://gumroad.com/)
21:14:10	239228/239228	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:09%20GMT	https://gumroad.com/recorded-music	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/recorded-music.html	(from https://gumroad.com/)
21:14:11	236112/236112	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:10%20GMT	https://gumroad.com/recorded-music?tags=singles	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/recorded-music5de6.html	(from https://gumroad.com/)
21:14:13	238685/238685	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:11%20GMT	https://gumroad.com/recorded-music?tags=jazz	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/recorded-music4c50.html	(from https://gumroad.com/)
21:14:15	253135/253135	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:13%20GMT	https://gumroad.com/recorded-music?tags=instrumental+music	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/recorded-musicd21c.html	(from https://gumroad.com/)
21:14:21	238638/238638	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:19%20GMT	https://gumroad.com/self-improvement	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/self-improvement.html	(from https://gumroad.com/)
21:14:24	238999/238999	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:23%20GMT	https://gumroad.com/self-improvement?tags=coloring+page	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/self-improvement4a9d.html	(from https://gumroad.com/)
21:14:25	239762/239762	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:24%20GMT	https://gumroad.com/self-improvement?tags=printable	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/self-improvement12b4.html	(from https://gumroad.com/)
21:14:26	242709/242709	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:26%20GMT	https://gumroad.com/self-improvement?tags=productivity	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/self-improvementc787.html	(from https://gumroad.com/)
21:14:28	238951/238951	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:27%20GMT	https://gumroad.com/software-development	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/software-development.html	(from https://gumroad.com/)
21:14:29	242884/242884	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:28%20GMT	https://gumroad.com/software-development?tags=programming	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/software-development6269.html	(from https://gumroad.com/)
21:14:30	237304/237304	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:29%20GMT	https://gumroad.com/software-development?tags=windows	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/software-developmentfcd2.html	(from https://gumroad.com/)
21:14:31	237321/237321	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:30%20GMT	https://gumroad.com/software-development?tags=theme	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/software-development67ba.html	(from https://gumroad.com/)
21:14:32	246594/246594	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:31%20GMT	https://gumroad.com/writing-and-publishing	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/writing-and-publishing.html	(from https://gumroad.com/)
21:14:33	240773/240773	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:33%20GMT	https://gumroad.com/writing-and-publishing?tags=kdp+interior	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/writing-and-publishing1b66.html	(from https://gumroad.com/)
21:14:35	238396/238396	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:34%20GMT	https://gumroad.com/writing-and-publishing?tags=ebook	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/writing-and-publishing4cfa.html	(from https://gumroad.com/)
21:14:36	242495/242495	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:35%20GMT	https://gumroad.com/writing-and-publishing?tags=low+content+books	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/writing-and-publishingc5a4.html	(from https://gumroad.com/)
21:14:36	151888/151888	---M--	200	added ('OK')	image/png	etag:%2238a979913d0385ae43397e1d2dda7e98%22	https://assets.gumroad.com/assets/creators/stephsmithio-cc0411fabb51187e466828873cabb46f6e87dc2e040f6f0a517275357bdfead6.png	C:/Users/Master/Downloads/poplr%20cult%20webb.com/assets.gumroad.com/assets/creators/stephsmithio-cc0411fabb51187e466828873cabb46f6e87dc2e040f6f0a517275357bdfead6.png	(from https://gumroad.com/)
21:14:37	30373/30373	---MCZ	200	added ('OK')	text/html	date:Sun,%2018%20May%202025%2021:58:46%20GMT	https://gumroad.com/help	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/help.html	(from https://gumroad.com/)
21:14:37	141970/141970	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:36%20GMT	https://gumroad.com/terms	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/terms.html	(from https://gumroad.com/)
21:14:37	66806/66806	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:37%20GMT	https://gumroad.com/privacy	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/privacy.html	(from https://gumroad.com/)
21:14:37	108231/108231	---MCZ	200	added ('OK')	application/javascript	etag:W/%223a0bda30ac6db6c82afddd80c7aec986%22	https://assets.gumroad.com/assets/application-cbf244e9109e70d7b04497041636f00173a1e588f9b879b3a3ef11f8dfb86e5c.js	C:/Users/Master/Downloads/poplr%20cult%20webb.com/assets.gumroad.com/assets/application-cbf244e9109e70d7b04497041636f00173a1e588f9b879b3a3ef11f8dfb86e5c.js	(from https://gumroad.com/)
21:14:38	71/71	---M--	302	error ('Found')	text/plain	date:Mon,%2019%20May%202025%2004:14:37%20GMT	https://unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.js	C:/Users/Master/Downloads/poplr%20cult%20webb.com/unpkg.com/@lottiefiles/lottie-player@latest/dist/lottie-player.58.delayed	(from https://gumroad.com/)
21:14:38	383981/383981	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2029%20Apr%202025%2017:16:14%20GMT	https://unpkg.com/@lottiefiles/lottie-player@2.0.12/dist/lottie-player.js	C:/Users/Master/Downloads/poplr%20cult%20webb.com/unpkg.com/@lottiefiles/lottie-player@2.0.12/dist/lottie-player.js	(from https://gumroad.com/)
21:14:39	12332/12332	---MCZ	200	added ('OK')	application/javascript	etag:W/%2268237de0-302c%22	https://gumroad.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/cdn-cgi/scripts/7d0fa10a/cloudflare-static/rocket-loader.min.js	(from https://gumroad.com/)
21:14:39	36564/36564	---M--	200	added ('OK')	image/png	etag:%22a424b4f4e239c15b206426ec56fe7a32%22	https://assets.gumroad.com/packs/static/b47cbdb8030bef7eda53.png	C:/Users/Master/Downloads/poplr%20cult%20webb.com/assets.gumroad.com/packs/static/b47cbdb8030bef7eda53.png	(from https://assets.gumroad.com/packs/css/design-0a0b2baa.css)
21:14:39	0/0	---MC-	302	error ('Found')	text/html	date:Mon,%2019%20May%202025%2004:14:39%20GMT	https://gumroad.com/login	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/login	(from https://gumroad.com/discover)
21:14:40	7459/7459	---MCZ	200	added ('OK')	text/html	date:Mon,%2019%20May%202025%2004:14:39%20GMT	https://gumroad.com/login?next=http%3A%2F%2Fgumroad.com%2Fdiscover	C:/Users/Master/Downloads/poplr%20cult%20webb.com/gumroad.com/login099d.html	(from https://gumroad.com/discover)
